country,epgshare_id,epgshare_name,candidate_tvg_id,candidate_key,score
de,Motorvision.TV.de,Motorvision TV,MTV.de@SD,mtv,72.0
de,Nat.Geo.HD.de,Nat Geo HD,arte.de@SD,arte,67.5
de,NAT.GEO.WILD.de,NAT GEO WILD,arte.de@SD,arte,67.5
de,13th.Street.Universal.de,13th Street Universal,123tv.de@SD,123tv,67.5
de,Romance.TV.de,Romance TV,PlutoTVRomance.de@DACH,plutotvromance,78.75
de,Heimatkanal.de,Heimatkanal,HSE.de@SD,hse,72.0
de,Classica.de,Classica,BIGBROTHERCLASSIC.de@DACH,bigbrotherclassic,84.0
de,Adult.Channel.de,Adult Channel,LightChannel.de@SD,lightchannel,75.0
de,Animal.Planet.de,Animal Planet,AnixePlus.de@SD,anixe,67.5
de,Fashion.TV.de,Fashion TV,MTV.de@SD,mtv,72.0
de,GEO.Television.de,GEO Television,AdriaMusicTelevision.de@SD,adriamusictelevision,78.26086956521739
de,Gute.Laune.TV.de,Gute Laune TV,MTV.de@SD,mtv,72.0
de,Nautical.Channel.de,Nautical Channel,Naruto.us@Germany,naruto,72.0
de,Playboy.TV.de,Playboy TV,MTV.de@SD,mtv,72.0
de,SAT.1.emotions.de,SAT.1 emotions,3sat.de@SD,3sat,77.14285714285715
de,Trace.TV.de,Trace TV,MTV.de@SD,mtv,72.0
de,DAZN.1.de,DAZN 1,DAZNDartsxPlutoTV.de@DACH,dazndartsxplutotv,80.0
de,DAZN.2.de,DAZN 2,DAZNDartsxPlutoTV.de@DACH,dazndartsxplutotv,80.0
de,Sky.Showcase.HD.de,Sky Showcase HD,HSE.de@SD,hse,72.0
de,eoTV.de,eoTV,AristoTV.de@SD,aristotv,77.14285714285715
de,FUSSBALL.TV.1.de,FUSSBALL.TV 1,AllgauTV.de@SD,allgutv,69.23076923076923
de,FUSSBALL.TV.2.de,FUSSBALL.TV 2,AllgauTV.de@SD,allgutv,69.23076923076923
de,FUSSBALL.TV.3.de,FUSSBALL.TV 3,AllgauTV.de@SD,allgutv,69.23076923076923
de,Top.Serien.de,Top Serien,PlutoTVHorrorSerien.de@DACH,plutotvhorrorserien,74.11764705882352
de,tv-media.PULS.24.de,PULS 24,BibelTVImpuls.de@SD,bibeltvimpuls,72.0
de,DFB.Play.de,DFB Play,DMF.de@SD,dmf,72.0
de,Prime.de,Prime,PlutoTVCrime.de@DACH,plutotvcrime,80.0
